N;id_acc;nombre_acc;precio_acc;stock_acc;descripcion_acc;id_pl;nombre_pl;precio_pl;descripcion_pl;id_eq;;nombre_eq;precio_eq;stock_eq;descripcion_eq;grarantia;link_eq;id_of;nombre_of;descuento_of;descripcion_of;nombre_pr;precio_pr;stock_pr;descripcion_pr
100;22;Apple Airpods Pro Case Wireless Blanco;1049;25;Apple Airpods Pro Case Wireless Blanco;9;Max ilimitado D;289,9;285GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA + Europa);100;ZTE Blade A71 64GB Gris + AIRPODS I11 TWS BL_ ZTE;ZTE Blade A71 64GB Gris + AIRPODS I11 TWS BL_ ZTE +  Apple Airpods Pro Case Wireless Blanco;3399;36;CELULAR: Baterias 12horas continuas, pantalla retina HD 4,7'', memoria RAM de 3 GB, 256GB almacenamiento interno, cámara gran angular 12MP;12;/resources/images/100.png;1;50% Cyber wow;0,5;Oferta de temporada -50%;ZTE Blade A71 64GB Gris + AIRPODS I11 TWS BL_ ZTE +  Apple Airpods Pro Case Wireless Blanco + Max ilimitado D +  50% Cyber wow;1844,5;36;CELULAR: Baterias 12horas continuas, pantalla retina HD 4,7'', memoria RAM de 3 GB, 256GB almacenamiento interno, cámara gran angular 12MP PLAN: 285GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA + Europa) OFERTA:  Oferta de temporada -50%
101;null;null;null;null;null;10;Max ilimitado E;189,9;270GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);1;Samsung Galaxy A04 64GB Negro;Samsung Galaxy A04 64GB Negro;657;7;CELULAR: Memoria64GB, pantalla HD+ 6.5'', batería de 5000mAh, cámara principal de 50 MP. ACCESORIO: Auriculares blancos de entrada de 3.5mm;12;/resources/images/1.png;2;3% Descuento Promo;0,03;Oferta por producto -3%;Samsung Galaxy A04 64GB Negro + Max ilimitado E +  3% Descuento Promo;730,3;7;CELULAR: Memoria64GB, pantalla HD+ 6.5'', batería de 5000mAh, cámara principal de 50 MP. ACCESORIO: Auriculares blancos de entrada de 3.5mm PLAN: 270GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -3%
102;1;Auriculares Samsung Blancos 30s;20;100;Auriculares blancos de entrada de 3.5mm;11;Max ilimitado F;159,9;240GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);2;Honor X8 128GB Plata;Honor X8 128GB Plata +  Auriculares Samsung Blancos 30s;1007;25;CELULAR: Memoria128GB, pantalla Full HD 6.7'', batería de 4000mAh, cámara cuádruple, RAM de 6GB. ACCESORIO: Auriculares blancos de entrada de 3.5mm;12;/resources/images/2.png;3;4% Descuento Promo;0,04;Oferta por producto -4%;Honor X8 128GB Plata +  Auriculares Samsung Blancos 30s + Max ilimitado F +  4% Descuento Promo;1057,9;25;CELULAR: Memoria128GB, pantalla Full HD 6.7'', batería de 4000mAh, cámara cuádruple, RAM de 6GB. ACCESORIO: Auriculares blancos de entrada de 3.5mm PLAN: 240GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -4%
103;2;EarPods con conector Lightning;89;80;EarPods con conector Lightning;12;Max play B;115;150GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Premium GRATIS;3;Xiaomi Redmi Note 11 128GB Azul Oscuro SE;Xiaomi Redmi Note 11 128GB Azul Oscuro SE +  EarPods con conector Lightning;1187;2;CELULAR: Memoria128GB, pantalla AMOLED FHD+ 6.43'', cámara cuádruple frontal 13MP principal 50MP, procesador Snapdragon 680, memoria RAM 4GB, almacenamiento interno 128GB, batería de 5000mAh. ACCESORIO: Auriculares blancos de entrada de 3.5mm;18;/resources/images/3.png;4;5% Descuento Promo;0,05;Oferta por producto -5%;Xiaomi Redmi Note 11 128GB Azul Oscuro SE +  EarPods con conector Lightning + Max play B +  5% Descuento Promo;1203,6;2;CELULAR: Memoria128GB, pantalla AMOLED FHD+ 6.43'', cámara cuádruple frontal 13MP principal 50MP, procesador Snapdragon 680, memoria RAM 4GB, almacenamiento interno 128GB, batería de 5000mAh. ACCESORIO: Auriculares blancos de entrada de 3.5mm PLAN: 150GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Premium GRATIS OFERTA:  Oferta por producto -5%
104;3;Audífono BT Drums;79;94;BlackSheep, Audífono BT Drums;13;Max ilimitado G;109,9;210GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);4;Huawei P50 Pro 256GB;Huawei P50 Pro 256GB +  Audífono BT Drums;4227;28;CELULAR: Procesador Qualcomm Snapdragon 888G 4G, batería de 4300mAh, memoria interna de 256GB, carga rápida a 66W, cámara cuádruple. ACCESORIO: Auriculares blancos de entrada de 3.5mm;18;/resources/images/4.png;5;15% Descuento Promo;0,15;Oferta por producto -15%;Huawei P50 Pro 256GB +  Audífono BT Drums + Max ilimitado G +  15% Descuento Promo;3652,4;28;CELULAR: Procesador Qualcomm Snapdragon 888G 4G, batería de 4300mAh, memoria interna de 256GB, carga rápida a 66W, cámara cuádruple. ACCESORIO: Auriculares blancos de entrada de 3.5mm PLAN: 210GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -15%
105;4;Jib True Wireless + Sidebag;109;44;SkullCandy Jib True Wireless + Sidebag;1;Max ilimitado A;95,9;195GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);5;ZTE Blade A31 Plus 32GB Gris + AIRPODS I11 TWS;ZTE Blade A31 Plus 32GB Gris + AIRPODS I11 TWS +  Jib True Wireless + Sidebag;405;6;CELULAR: Pantalla IPS LCD de 5.99 pulgadas, cámara trasera 5 megapíxeles frontal 2 megapíxeles, memoria RAM 1GB, almacenamiento 32GB, procesador octa-core, batería es de 3000 mAh. ACCESORIO: EarPods con conector Lightning;12;/resources/images/5.png;6;45% Cyber wow;0,45;Oferta de temporada -45%;ZTE Blade A31 Plus 32GB Gris + AIRPODS I11 TWS +  Jib True Wireless + Sidebag + Max ilimitado A +  45% Cyber wow;253,5;6;CELULAR: Pantalla IPS LCD de 5.99 pulgadas, cámara trasera 5 megapíxeles frontal 2 megapíxeles, memoria RAM 1GB, almacenamiento 32GB, procesador octa-core, batería es de 3000 mAh. ACCESORIO: EarPods con conector Lightning PLAN: 195GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta de temporada -45%
106;5;Audifonos INKD+ BT Verde;69;122;SkullCandy, bateria hasta 9 horas, bluetooth 5.1;2;Max play A;95;82.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Estándar GRATIS;6;ZTE Blade A5 2020 32GB Negro;ZTE Blade A5 2020 32GB Negro +  Audifonos INKD+ BT Verde;445;37;CELULAR: Procesador 8 núcleos, velocidad procesamiento 1.6GHz, 2GB memoria RAM, 32GB almacenamiento interno, batería 3200mAh. ACCESORIO: EarPods con conector Lightning;12;/resources/images/6.png;7;20% Descuento Promo;0,2;Oferta por producto -20%;ZTE Blade A5 2020 32GB Negro +  Audifonos INKD+ BT Verde + Max play A +  20% Descuento Promo;395,6;37;CELULAR: Procesador 8 núcleos, velocidad procesamiento 1.6GHz, 2GB memoria RAM, 32GB almacenamiento interno, batería 3200mAh. ACCESORIO: EarPods con conector Lightning PLAN: 82.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Estándar GRATIS OFERTA:  Oferta por producto -20%
107;6;MOVEAUDIO S150;99;150;TCL, inalámbrico, altavoces de 13MM, bluetooth 5.1, USB tipo C, estuche de carga de 500 mAh;3;Max ilimitado B;79,9;157.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);7;ZTE Blade A51 32GB Gris;ZTE Blade A51 32GB Gris +  MOVEAUDIO S150;455;20;CELULAR: Pantalla HD+ 6.52'', cámara frontal5MP, principal13MP, procesador 8núcleos, memoria RAM2GB, batería 3200mAh, almacenamiento interno 32GB. ACCESORIO: EarPods con conector Lightning;12;/resources/images/7.png;8;30% Cyber wow;0,3;Oferta de temporada -30%;ZTE Blade A51 32GB Gris +  MOVEAUDIO S150 + Max ilimitado B +  30% Cyber wow;346,4;20;CELULAR: Pantalla HD+ 6.52'', cámara frontal5MP, principal13MP, procesador 8núcleos, memoria RAM2GB, batería 3200mAh, almacenamiento interno 32GB. ACCESORIO: EarPods con conector Lightning PLAN: 157.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica) OFERTA:  Oferta de temporada -30%
108;7;Audífonos Bluetooth Hesh 3 Wireless Rojo;269;68;SkullCandy, hasta 22 horas de duración y opción de carga rápida de 10 minutos para 4 horas;4;Max ilimitado C;69,9;142.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);8;Coolpad CP 3504L 64GB Azul;Coolpad CP 3504L 64GB Azul +  Audífonos Bluetooth Hesh 3 Wireless Rojo;465;5;CELULAR: Procesador Octa-Core, memoria RAM 4GB, almacenamiento 64GB, pantalla 6.21'' HD, triple cámara posterior, batería 4000mAh. ACCESORIO: EarPods con conector Lightning;12;/resources/images/8.png;9;40% Cyber wow;0,4;Oferta de temporada -40%;Coolpad CP 3504L 64GB Azul +  Audífonos Bluetooth Hesh 3 Wireless Rojo + Max ilimitado C +  40% Cyber wow;296,9;5;CELULAR: Procesador Octa-Core, memoria RAM 4GB, almacenamiento 64GB, pantalla 6.21'' HD, triple cámara posterior, batería 4000mAh. ACCESORIO: EarPods con conector Lightning PLAN: 142.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica) OFERTA:  Oferta de temporada -40%
109;null;null;null;null;null;5;Max A;55,9;75GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);9;Motorola Moto E20 32GB G Grafito;Motorola Moto E20 32GB G Grafito;501;38;CELULAR: Pantalla LCD de 6.5'', cámara dual 13MP, memoria RAM 2GB, almacenamiento interno 32GB, batería 4000mAh, carga rápida 10W. ACCESORIO: BlackSheep, Audífono BT Drums;12;/resources/images/9.png;10;25% Cyber wow;0,25;Oferta de temporada -25%;Motorola Moto E20 32GB G Grafito + Max A +  25% Cyber wow;593,2;38;CELULAR: Pantalla LCD de 6.5'', cámara dual 13MP, memoria RAM 2GB, almacenamiento interno 32GB, batería 4000mAh, carga rápida 10W. ACCESORIO: BlackSheep, Audífono BT Drums PLAN: 75GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica) OFERTA:  Oferta de temporada -25%
110;8;Apple Airpods 3er Generación Blanco;879;130;Apple, 6 horas en uso continuo;6;Max B;49,5;45GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);10;ZTE Blade A71 64GB Gris + AIRPODS I11 TWS BL_ ZTE;ZTE Blade A71 64GB Gris + AIRPODS I11 TWS BL_ ZTE +  Apple Airpods 3er Generación Blanco;591;40;CELULAR: Resolución 1600x720 HD+ 6.52'', cámara frontal 8MP principal 16MP, procesador octa-core, memoria RAM 3GB. ACCESORIO: BlackSheep, Audífono BT Drums;12;/resources/images/10.png;null;null;null;null;ZTE Blade A71 64GB Gris + AIRPODS I11 TWS BL_ ZTE +  Apple Airpods 3er Generación Blanco + Max B;780,9;40;CELULAR: Resolución 1600x720 HD+ 6.52'', cámara frontal 8MP principal 16MP, procesador octa-core, memoria RAM 3GB. ACCESORIO: BlackSheep, Audífono BT Drums PLAN: 45GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica)
111;9;FreeBuds 4i Negro;259;29;Huawei, Bluetooth 5.2, emparejamiento Pop-Up, 6.5 horas de uso;7;Max C;39,9;37.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica);11;Samsung Galaxy A03 32GB;Samsung Galaxy A03 32GB +  FreeBuds 4i Negro;591;11;CELULAR: Batería 5000 mAh, pantalla LCD 6.5'' resolución HD+, procesador Octa-Core, memoria RAM de 3GB, memoria interna de 32GB. ACCESORIO: BlackSheep, Audífono BT Drums;12;/resources/images/11.png;1;50% Cyber wow;0,5;Oferta de temporada -50%;Samsung Galaxy A03 32GB +  FreeBuds 4i Negro + Max C +  50% Cyber wow;375,5;11;CELULAR: Batería 5000 mAh, pantalla LCD 6.5'' resolución HD+, procesador Octa-Core, memoria RAM de 3GB, memoria interna de 32GB. ACCESORIO: BlackSheep, Audífono BT Drums PLAN: 37.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica) OFERTA:  Oferta de temporada -50%
112;10;Audífonos Flex;39;4;BlackSheep, bluetooth 5.1, duración 9 horas;8;Max D;29,9;12.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica);12;Xiaomi Redmi 9A 32GB Verde;Xiaomi Redmi 9A 32GB Verde +  Audífonos Flex;623;35;CELULAR: Pantalla HD + 6.53'', cámara frontal 5MP principal 13MP, procesador MediaTEk G25 8 núcleos, memoria RAM 2GB, batería 5000 mAh. ACCESORIO: SkullCandy Jib True Wireless + Sidebag;12;/resources/images/12.png;2;3% Descuento Promo;0,03;Oferta por producto -3%;Xiaomi Redmi 9A 32GB Verde +  Audífonos Flex + Max D +  3% Descuento Promo;715,9;35;CELULAR: Pantalla HD + 6.53'', cámara frontal 5MP principal 13MP, procesador MediaTEk G25 8 núcleos, memoria RAM 2GB, batería 5000 mAh. ACCESORIO: SkullCandy Jib True Wireless + Sidebag PLAN: 12.5GB, DISFRUTA CON LIBERTAD (Redes Sociales, minutos y SMS), Cobertura internacional (14 países de de Latinoamérica) OFERTA:  Oferta por producto -3%
113;11;Marley Audífonos Jammin Mic Amarillo;59;112;Marley Audífonos Jammin Mic Amarillo;9;Max ilimitado D;289,9;285GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA + Europa);13;Xiaomi Redmi 9A 32GB Gris;Xiaomi Redmi 9A 32GB Gris +  Marley Audífonos Jammin Mic Amarillo;623;6;CELULAR: Pantalla HD + 6.53'', cámara frontal 5MP principal 13MP, procesador MediaTEk G25 8 núcleos, memoria RAM 2GB, batería 5000 mAh. ACCESORIO: SkullCandy Jib True Wireless + Sidebag;18;/resources/images/13.png;3;4% Descuento Promo;0,04;Oferta por producto -4%;Xiaomi Redmi 9A 32GB Gris +  Marley Audífonos Jammin Mic Amarillo + Max ilimitado D +  4% Descuento Promo;703,6;6;CELULAR: Pantalla HD + 6.53'', cámara frontal 5MP principal 13MP, procesador MediaTEk G25 8 núcleos, memoria RAM 2GB, batería 5000 mAh. ACCESORIO: SkullCandy Jib True Wireless + Sidebag PLAN: 285GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA + Europa) OFERTA:  Oferta por producto -4%
114;12;Marley Audífonos Jammin Mic Rojo;59;16;Marley Audífonos Jammin Mic Rojo;10;Max ilimitado E;189,9;270GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);14;ZTE Blade V30 Vita 128GB Negro;ZTE Blade V30 Vita 128GB Negro +  Marley Audífonos Jammin Mic Rojo;643;26;CELULAR: Batería 5000mAh, pantalla 6.82'', procesador Octa-Core, memoria RAM 3GB, almacenamiento 128GB, cámara principal 48MP. ACCESORIO: SkullCandy Jib True Wireless + Sidebag;12;/resources/images/14.png;4;5% Descuento Promo;0,05;Oferta por producto -5%;ZTE Blade V30 Vita 128GB Negro +  Marley Audífonos Jammin Mic Rojo + Max ilimitado E +  5% Descuento Promo;702;26;CELULAR: Batería 5000mAh, pantalla 6.82'', procesador Octa-Core, memoria RAM 3GB, almacenamiento 128GB, cámara principal 48MP. ACCESORIO: SkullCandy Jib True Wireless + Sidebag PLAN: 270GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -5%
115;13;Audífono Blacksheep Drums TWS Negro;79;72;BlackSheep, bluetooth 5.1, duración 9 horas;11;Max ilimitado F;159,9;240GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);15;Samsung Galaxy A04 64GB Negro;Samsung Galaxy A04 64GB Negro +  Audífono Blacksheep Drums TWS Negro;707;22;CELULAR: Pantalla HD+ 6.5'', batería 5000mAh, cámara principal 50MP, almacenamiento interno 32GB, procesador Octa core - MediaTek MT 6765. ACCESORIO: SkullCandy, bateria hasta 9 horas, bluetooth 5.1;12;/resources/images/15.png;5;15% Descuento Promo;0,15;Oferta por producto -15%;Samsung Galaxy A04 64GB Negro +  Audífono Blacksheep Drums TWS Negro + Max ilimitado F +  15% Descuento Promo;681,7;22;CELULAR: Pantalla HD+ 6.5'', batería 5000mAh, cámara principal 50MP, almacenamiento interno 32GB, procesador Octa core - MediaTek MT 6765. ACCESORIO: SkullCandy, bateria hasta 9 horas, bluetooth 5.1 PLAN: 240GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -15%
116;14;Audífono Tabs Blanco;79;50;BlackSheep, bluetooth 5.1, duración 9 horas;12;Max play B;115;150GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Premium GRATIS;16;Huawei Nova 9 SE Azul 128GB;Huawei Nova 9 SE Azul 128GB +  Audífono Tabs Blanco;1307;32;CELULAR: Pantalla alta resolución FHD+ 6.78'', cámara frontal 16MP principal 108MP, batería 4000mAh. ACCESORIO: SkullCandy, bateria hasta 9 horas, bluetooth 5.1;12;/resources/images/16.png;6;45% Cyber wow;0,45;Oferta de temporada -45%;Huawei Nova 9 SE Azul 128GB +  Audífono Tabs Blanco + Max play B +  45% Cyber wow;762,8;32;CELULAR: Pantalla alta resolución FHD+ 6.78'', cámara frontal 16MP principal 108MP, batería 4000mAh. ACCESORIO: SkullCandy, bateria hasta 9 horas, bluetooth 5.1 PLAN: 150GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Premium GRATIS OFERTA:  Oferta de temporada -45%
117;null;null;null;null;null;13;Max ilimitado G;109,9;210GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);17;Xiaomi 12 256GB Azul 5G + B-Bund S3;Xiaomi 12 256GB Azul 5G + B-Bund S3;3957;24;CELULAR: Memoria RAM 8GB y 256GB almacenamiento, procesador de Snapdragon 8 Gen 1, batería 4500mAh, cámara frontal 32MP, Bluetooth 5.2. ACCESORIO: SkullCandy, bateria hasta 9 horas, bluetooth 5.1;12;/resources/images/17.png;7;20% Descuento Promo;0,2;Oferta por producto -20%;Xiaomi 12 256GB Azul 5G + B-Bund S3 + Max ilimitado G +  20% Descuento Promo;3221,5;24;CELULAR: Memoria RAM 8GB y 256GB almacenamiento, procesador de Snapdragon 8 Gen 1, batería 4500mAh, cámara frontal 32MP, Bluetooth 5.2. ACCESORIO: SkullCandy, bateria hasta 9 horas, bluetooth 5.1 PLAN: 210GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta por producto -20%
118;15;Choice Earbuds;99;74;Honor, Choice Earbuds;1;Max ilimitado A;95,9;195GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA);18;Samsung Galaxy S20 FE 5G Azul;Samsung Galaxy S20 FE 5G Azul +  Choice Earbuds;2489;19;CELULAR: Pantalla 6.5'' FULL HD+, batería 4500mAh, cámara triple sensor, 128 GB UFS 3.1 de almacenamiento interno. ACCESORIO: TCL, inalámbrico, altavoces de 13MM, bluetooth 5.1, USB tipo C, estuche de carga de 500 mAh;12;/resources/images/18.png;8;30% Cyber wow;0,3;Oferta de temporada -30%;Samsung Galaxy S20 FE 5G Azul +  Choice Earbuds + Max ilimitado A +  30% Cyber wow;1781,4;19;CELULAR: Pantalla 6.5'' FULL HD+, batería 4500mAh, cámara triple sensor, 128 GB UFS 3.1 de almacenamiento interno. ACCESORIO: TCL, inalámbrico, altavoces de 13MM, bluetooth 5.1, USB tipo C, estuche de carga de 500 mAh PLAN: 195GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica + USA) OFERTA:  Oferta de temporada -30%
119;16;Audifonos DIME TW Bronce;99;95;SkullCandy, Audifonos DIME TW Bronce;2;Max play A;95;82.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Estándar GRATIS;19;Xiaomi Redmi 10A 32GB Plata;Xiaomi Redmi 10A 32GB Plata +  Audifonos DIME TW Bronce;659;16;CELULAR: Cámara principal 13MP, batería 5000 mAh, memoria RAM 2GB, memoria interna 32GB, pantalla LCD 6,53'', procesador G25 octa-core de 2GHz. ACCESORIO: TCL, inalámbrico, altavoces de 13MM, bluetooth 5.1, USB tipo C, estuche de carga de 500 mAh;18;/resources/images/19.png;9;40% Cyber wow;0,4;Oferta de temporada -40%;Xiaomi Redmi 10A 32GB Plata +  Audifonos DIME TW Bronce + Max play A +  40% Cyber wow;425,1;16;CELULAR: Cámara principal 13MP, batería 5000 mAh, memoria RAM 2GB, memoria interna 32GB, pantalla LCD 6,53'', procesador G25 octa-core de 2GHz. ACCESORIO: TCL, inalámbrico, altavoces de 13MM, bluetooth 5.1, USB tipo C, estuche de carga de 500 mAh PLAN: 82.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica), redes ilimitadas, Netflix Estándar GRATIS OFERTA:  Oferta de temporada -40%
120;17;Audifonos DIME TW Rojo;99;69;SkullCandy, Audifonos DIME TW Rojo;3;Max ilimitado B;79,9;157.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica);20;Xiaomi Redmi 10C 64GB Gris;Xiaomi Redmi 10C 64GB Gris +  Audifonos DIME TW Rojo;909;40;CELULAR: Cámara de 50MP, batería 5000 mAh, memoria RAM 4GB, pantalla LCD 6,71'', bluetooth 5.0. ACCESORIO: TCL, inalámbrico, altavoces de 13MM, bluetooth 5.1, USB tipo C, estuche de carga de 500 mAh;18;/resources/images/20.png;10;25% Cyber wow;0,25;Oferta de temporada -25%;Xiaomi Redmi 10C 64GB Gris +  Audifonos DIME TW Rojo + Max ilimitado B +  25% Cyber wow;711,7;40;CELULAR: Cámara de 50MP, batería 5000 mAh, memoria RAM 4GB, pantalla LCD 6,71'', bluetooth 5.0. ACCESORIO: TCL, inalámbrico, altavoces de 13MM, bluetooth 5.1, USB tipo C, estuche de carga de 500 mAh PLAN: 157.5GB, TODO ILIMITADO (Gigas, minutos y SMS), Cobertura internacional (16 países de de Latinoamérica) OFERTA:  Oferta de temporada -25%
